NAME,TRACK2,TRACK2_EMV,TAG.57,PAN,EXPIRY,EMV_PAN_SEQ,EMV_ATC,TAG.9F37,DESCRIPTION,PIN,NEW_PIN,PINBLOCK,NEWPINBLOCK,RESP,EMV_RESP,BALANCE,AVAIL,CCY,NOTES,APPL_NAME,LAST_COLUMN
CARD0000013,4596220000000121=29122010000008755010,4596220000000121D29122010000008755010,4596220000000121D29122010000008755010,4596220000000121,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,9C9393EEE7FECD70,39807F53CB7663EA,00,3030,50000,30000,826,Test card,appl_a,
CARD0000014,4596220000000139=29122010000008755010,4596220000000139D29122010000008755010,4596220000000139D29122010000008755010,4596220000000139,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,D1EEC38E2DB14E46,8E19E6CA5F19C117,00,3030,50000,30000,826,Test card,appl_a,
CARD0000015,4596220000000147=29122010000008755010,4596220000000147D29122010000008755010,4596220000000147D29122010000008755010,4596220000000147,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B016B1B3D680C1F8,2E59CD603A1D5414,00,3030,50000,30000,826,Test card,appl_a,
CARD0000016,4596220000000154=29122010000008755010,4596220000000154D29122010000008755010,4596220000000154D29122010000008755010,4596220000000154,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B281FF9957FAF35D,C6DBDE754E908836,00,3030,50000,30000,826,Test card,appl_a,
CARD0000017,4596220000000162=29122010000008755010,4596220000000162D29122010000008755010,4596220000000162D29122010000008755010,4596220000000162,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,F54325746140A5BD,E90F1012434C8377,00,3030,50000,30000,826,Test card,appl_a,
CARD0000018,4596220000000170=29122010000008755010,4596220000000170D29122010000008755010,4596220000000170D29122010000008755010,4596220000000170,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B5EE5E6211ABE7E0,79DD535B72CDF67B,00,3030,50000,30000,826,Test card,appl_a,
CARD0000019,4596220000000188=29122010000008755010,4596220000000188D29122010000008755010,4596220000000188D29122010000008755010,4596220000000188,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,A5E5E11F77EE7F64,37E278F8104A7A4E,00,3030,50000,30000,826,Test card,appl_a,
CARD0000020,4596220000000196=29122010000008755010,4596220000000196D29122010000008755010,4596220000000196D29122010000008755010,4596220000000196,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,DE5591E1CCA9FC58,AD05559C71139FC3,00,3030,50000,30000,826,Test card,appl_a,
CARD0000021,4596220000000204=29122010000008755010,4596220000000204D29122010000008755010,4596220000000204D29122010000008755010,4596220000000204,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,ABDEE648FB9845BD,80151F4BF21047B0,00,3030,50000,30000,826,Test card,appl_a,
CARD0000022,4596220000000212=29122010000008755010,4596220000000212D29122010000008755010,4596220000000212D29122010000008755010,4596220000000212,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,FD64B07AD5C3FBF6,FAB9F923295521E7,00,3030,50000,30000,826,Test card,appl_a,
CARD0000023,4596220000000220=29122010000008755010,4596220000000220D29122010000008755010,4596220000000220D29122010000008755010,4596220000000220,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B42B69B7E6E13A1A,BC60127BC916001B,00,3030,50000,30000,826,Test card,appl_a,
CARD0000024,4596220000000238=29122010000008755010,4596220000000238D29122010000008755010,4596220000000238D29122010000008755010,4596220000000238,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B503933B2C968123,3E23838C6200C815,00,3030,50000,30000,826,Test card,appl_a,
CARD0000025,4596220000000246=29122010000008755010,4596220000000246D29122010000008755010,4596220000000246D29122010000008755010,4596220000000246,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,71749A4461523CC0,4D07203B448C2827,00,3030,50000,30000,826,Test card,appl_a,
CARD0000026,4596220000000253=29122010000008755010,4596220000000253D29122010000008755010,4596220000000253D29122010000008755010,4596220000000253,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,A9EB7998761D87AC,98ED62E8B62CA670,00,3030,50000,30000,826,Test card,appl_a,
CARD0000027,4596220000000261=29122010000008755010,4596220000000261D29122010000008755010,4596220000000261D29122010000008755010,4596220000000261,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,58DB215314DB8331,7604820690B82A02,00,3030,50000,30000,826,Test card,appl_a,
CARD0000028,4596220000000279=29122010000008755010,4596220000000279D29122010000008755010,4596220000000279D29122010000008755010,4596220000000279,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,33FC66DA5974DEE1,F37C05854E083F1F,00,3030,50000,30000,826,Test card,appl_a,
CARD0000029,4596220000000287=29122010000008755010,4596220000000287D29122010000008755010,4596220000000287D29122010000008755010,4596220000000287,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,A0B99EFD7F6645CE,286B7BD02A3E2A5B,00,3030,50000,30000,826,Test card,appl_a,
CARD0000030,4596220000000295=29122010000008755010,4596220000000295D29122010000008755010,4596220000000295D29122010000008755010,4596220000000295,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,EC6494C725A11AB8,BA74837E2C384752,00,3030,50000,30000,826,Test card,appl_a,
CARD0000031,4596220000000303=29122010000008755010,4596220000000303D29122010000008755010,4596220000000303D29122010000008755010,4596220000000303,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,10A5DD99B1CCB3B3,F95398FB1AAAFDA3,00,3030,50000,30000,826,Test card,appl_a,
CARD0000032,4596220000000311=29122010000008755010,4596220000000311D29122010000008755010,4596220000000311D29122010000008755010,4596220000000311,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,26C01A011F493EB0,06902F2F7FB5E1A8,00,3030,50000,30000,826,Test card,appl_a,
CARD0000033,4596220000000329=29122010000008755010,4596220000000329D29122010000008755010,4596220000000329D29122010000008755010,4596220000000329,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,09E3D70892398659,181585E8F8C667DF,00,3030,50000,30000,826,Test card,appl_a,
CARD0000034,4596220000000337=29122010000008755010,4596220000000337D29122010000008755010,4596220000000337D29122010000008755010,4596220000000337,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,090F229B26822C7D,DB6F869A3CF99BC5,00,3030,50000,30000,826,Test card,appl_a,
CARD0000035,4596220000000345=29122010000008755010,4596220000000345D29122010000008755010,4596220000000345D29122010000008755010,4596220000000345,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,2704D28EB66D00A3,252A732A35B1ECA0,00,3030,50000,30000,826,Test card,appl_a,
CARD0000036,4596220000000352=29122010000008755010,4596220000000352D29122010000008755010,4596220000000352D29122010000008755010,4596220000000352,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,3220DE193C2B4D22,B31EA55757D3CF16,00,3030,50000,30000,826,Test card,appl_a,
CARD0000037,4596220000000360=29122010000008755010,4596220000000360D29122010000008755010,4596220000000360D29122010000008755010,4596220000000360,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,51DC258496F73C97,06E28D637D7154D4,00,3030,50000,30000,826,Test card,appl_a,
CARD0000038,4596220000000378=29122010000008755010,4596220000000378D29122010000008755010,4596220000000378D29122010000008755010,4596220000000378,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,BBDCDE04B26264ED,DEAEDFABAFCEC8DE,00,3030,50000,30000,826,Test card,appl_a,
CARD0000039,4596220000000386=29122010000008755010,4596220000000386D29122010000008755010,4596220000000386D29122010000008755010,4596220000000386,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,F0C318DCE0F6D465,63EC3274EDF3F418,00,3030,50000,30000,826,Test card,appl_a,
CARD0000040,4596220000000394=29122010000008755010,4596220000000394D29122010000008755010,4596220000000394D29122010000008755010,4596220000000394,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,BEF14EB798283167,4BB77F03854C6CA3,00,3030,50000,30000,826,Test card,appl_a,
CARD0000041,4596220000000402=29122010000008755010,4596220000000402D29122010000008755010,4596220000000402D29122010000008755010,4596220000000402,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,74039A952456EFCE,4BAA426DD2F8F985,00,3030,50000,30000,826,Test card,appl_a,
CARD0000042,4596220000000410=29122010000008755010,4596220000000410D29122010000008755010,4596220000000410D29122010000008755010,4596220000000410,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,47122AB88161FA87,D29E2DB3FD004F5F,00,3030,50000,30000,826,Test card,appl_a,
CARD0000043,4596220000000428=29122010000008755010,4596220000000428D29122010000008755010,4596220000000428D29122010000008755010,4596220000000428,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,00FA4634494CE1E3,E46B4F19DFB1C914,00,3030,50000,30000,826,Test card,appl_a,
CARD0000044,4596220000000436=29122010000008755010,4596220000000436D29122010000008755010,4596220000000436D29122010000008755010,4596220000000436,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,EA4DEC7F4458E299,834A366EC9AD53E1,00,3030,50000,30000,826,Test card,appl_a,
CARD0000045,4596220000000444=29122010000008755010,4596220000000444D29122010000008755010,4596220000000444D29122010000008755010,4596220000000444,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,25E5F6B021DA569F,570945C53AD97BEA,00,3030,50000,30000,826,Test card,appl_a,
CARD0000046,4596220000000451=29122010000008755010,4596220000000451D29122010000008755010,4596220000000451D29122010000008755010,4596220000000451,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,5E5CB092FC219B60,0D57D41AE6B6EC85,00,3030,50000,30000,826,Test card,appl_a,
CARD0000047,4596220000000469=29122010000008755010,4596220000000469D29122010000008755010,4596220000000469D29122010000008755010,4596220000000469,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,7B467CF2322C4516,D283E740B23F1014,00,3030,50000,30000,826,Test card,appl_a,
CARD0000048,4596220000000477=29122010000008755010,4596220000000477D29122010000008755010,4596220000000477D29122010000008755010,4596220000000477,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,F66735D57DAE87F6,90DCD238A57BA257,00,3030,50000,30000,826,Test card,appl_a,
CARD0000049,4596220000000485=29122010000008755010,4596220000000485D29122010000008755010,4596220000000485D29122010000008755010,4596220000000485,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,03FAC04CD50349AC,874AACF017A0DAE1,00,3030,50000,30000,826,Test card,appl_a,
CARD0000050,4596220000000493=29122010000008755010,4596220000000493D29122010000008755010,4596220000000493D29122010000008755010,4596220000000493,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,3ACA08AA70A8226E,73BEEA48066215B4,00,3030,50000,30000,826,Test card,appl_a,
CARD0000051,4596220000000501=29122010000008755010,4596220000000501D29122010000008755010,4596220000000501D29122010000008755010,4596220000000501,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,8C57FF1FE7FE634E,7AA17493DEF7FDA5,00,3030,50000,30000,826,Test card,appl_a,
CARD0000052,4596220000000519=29122010000008755010,4596220000000519D29122010000008755010,4596220000000519D29122010000008755010,4596220000000519,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,765DDB4BF20B60DD,62B25D404D3EEDCE,00,3030,50000,30000,826,Test card,appl_a,
CARD0000053,4596220000000527=29122010000008755010,4596220000000527D29122010000008755010,4596220000000527D29122010000008755010,4596220000000527,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,42E6051EF586DD93,6C1CABC6380A1E03,00,3030,50000,30000,826,Test card,appl_a,
CARD0000054,4596220000000535=29122010000008755010,4596220000000535D29122010000008755010,4596220000000535D29122010000008755010,4596220000000535,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,BBB66947FB821CEE,6A68B5DC2FA6775E,00,3030,50000,30000,826,Test card,appl_a,
CARD0000055,4596220000000543=29122010000008755010,4596220000000543D29122010000008755010,4596220000000543D29122010000008755010,4596220000000543,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,E01D8B31FE0EFA81,84A7F729FFDB27E8,00,3030,50000,30000,826,Test card,appl_a,
CARD0000056,4596220000000550=29122010000008755010,4596220000000550D29122010000008755010,4596220000000550D29122010000008755010,4596220000000550,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B6D9010F09F8F92F,731B9B2198DA1714,00,3030,50000,30000,826,Test card,appl_a,
CARD0000057,4596220000000568=29122010000008755010,4596220000000568D29122010000008755010,4596220000000568D29122010000008755010,4596220000000568,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,67622B8F6C7DBD1E,B18FE0ECD8C8D7B4,00,3030,50000,30000,826,Test card,appl_a,
CARD0000058,4596220000000576=29122010000008755010,4596220000000576D29122010000008755010,4596220000000576D29122010000008755010,4596220000000576,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,1DE40E2FCBA779A1,FD6C0B1B0B18236A,00,3030,50000,30000,826,Test card,appl_a,
CARD0000059,4596220000000584=29122010000008755010,4596220000000584D29122010000008755010,4596220000000584D29122010000008755010,4596220000000584,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,0904FA19FC132B72,93B92CB8CEF0165C,00,3030,50000,30000,826,Test card,appl_a,
CARD0000060,4596220000000592=29122010000008755010,4596220000000592D29122010000008755010,4596220000000592D29122010000008755010,4596220000000592,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,FAA35497C3F7BFC6,7F712882F5CF7538,00,3030,50000,30000,826,Test card,appl_a,
CARD0000061,4596220000000600=29122010000008755010,4596220000000600D29122010000008755010,4596220000000600D29122010000008755010,4596220000000600,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,AB4A3F209482C070,5C0CF62139FE8FFC,00,3030,50000,30000,826,Test card,appl_a,
CARD0000062,4596220000000618=29122010000008755010,4596220000000618D29122010000008755010,4596220000000618D29122010000008755010,4596220000000618,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,11BEF3D2C69165DF,346B44015A39B7FD,00,3030,50000,30000,826,Test card,appl_a,
CARD0000063,4596220000000626=29122010000008755010,4596220000000626D29122010000008755010,4596220000000626D29122010000008755010,4596220000000626,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,4369F3DDCFE715C7,4B5733419FEC7424,00,3030,50000,30000,826,Test card,appl_a,
CARD0000064,4596220000000634=29122010000008755010,4596220000000634D29122010000008755010,4596220000000634D29122010000008755010,4596220000000634,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,FE3A6E38BD606856,2B29719886998071,00,3030,50000,30000,826,Test card,appl_a,
CARD0000065,4596220000000642=29122010000008755010,4596220000000642D29122010000008755010,4596220000000642D29122010000008755010,4596220000000642,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,AA26A0EFA604B2FD,D8EE377DA631BB46,00,3030,50000,30000,826,Test card,appl_a,
CARD0000066,4596220000000659=29122010000008755010,4596220000000659D29122010000008755010,4596220000000659D29122010000008755010,4596220000000659,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,7491E62B6F39245B,AE9B83719241D6DB,00,3030,50000,30000,826,Test card,appl_a,
CARD0000067,4596220000000667=29122010000008755010,4596220000000667D29122010000008755010,4596220000000667D29122010000008755010,4596220000000667,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,97F180D8AD1EEE72,0C052622797C697E,00,3030,50000,30000,826,Test card,appl_a,
CARD0000068,4596220000000675=29122010000008755010,4596220000000675D29122010000008755010,4596220000000675D29122010000008755010,4596220000000675,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,A3DDAA02B6DD47F4,6E2A62AABA4F99E7,00,3030,50000,30000,826,Test card,appl_a,
CARD0000069,4596220000000683=29122010000008755010,4596220000000683D29122010000008755010,4596220000000683D29122010000008755010,4596220000000683,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,D103ED37EDBB59EF,E05DA1E968E7A4B2,00,3030,50000,30000,826,Test card,appl_a,
CARD0000070,4596220000000691=29122010000008755010,4596220000000691D29122010000008755010,4596220000000691D29122010000008755010,4596220000000691,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,A1693A28917A3C0C,E1962B8D4EE35F70,00,3030,50000,30000,826,Test card,appl_a,
CARD0000071,4596220000000709=29122010000008755010,4596220000000709D29122010000008755010,4596220000000709D29122010000008755010,4596220000000709,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,C4BDD87253D7DAF2,5197B043C30E701F,00,3030,50000,30000,826,Test card,appl_a,
CARD0000072,4596220000000717=29122010000008755010,4596220000000717D29122010000008755010,4596220000000717D29122010000008755010,4596220000000717,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,D742A8D0601D9730,09403472642F3C08,00,3030,50000,30000,826,Test card,appl_a,
CARD0000073,4596220000000725=29122010000008755010,4596220000000725D29122010000008755010,4596220000000725D29122010000008755010,4596220000000725,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,1B9BE9F67B71A9F3,098F2789B196F1D0,00,3030,50000,30000,826,Test card,appl_a,
CARD0000074,4596220000000733=29122010000008755010,4596220000000733D29122010000008755010,4596220000000733D29122010000008755010,4596220000000733,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,1375D4A43C46281C,1384B5AA04B059AA,00,3030,50000,30000,826,Test card,appl_a,
CARD0000075,4596220000000741=29122010000008755010,4596220000000741D29122010000008755010,4596220000000741D29122010000008755010,4596220000000741,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B4C963987BB7C631,134641059EBA7482,00,3030,50000,30000,826,Test card,appl_a,
CARD0000076,4596220000000758=29122010000008755010,4596220000000758D29122010000008755010,4596220000000758D29122010000008755010,4596220000000758,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,2D9BCC4029F71B54,9470948FD4246473,00,3030,50000,30000,826,Test card,appl_a,
CARD0000077,4596220000000766=29122010000008755010,4596220000000766D29122010000008755010,4596220000000766D29122010000008755010,4596220000000766,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,AE4591A63A60F16F,AE8EAD3C9BE5CC7D,00,3030,50000,30000,826,Test card,appl_a,
CARD0000078,4596220000000774=29122010000008755010,4596220000000774D29122010000008755010,4596220000000774D29122010000008755010,4596220000000774,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,7D176BB93545EDDB,B47F62AA0C3A72C8,00,3030,50000,30000,826,Test card,appl_a,
CARD0000079,4596220000000782=29122010000008755010,4596220000000782D29122010000008755010,4596220000000782D29122010000008755010,4596220000000782,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,C7FF0EB4A8B49EC4,EC29F433B6E23F81,00,3030,50000,30000,826,Test card,appl_a,
CARD0000080,4596220000000790=29122010000008755010,4596220000000790D29122010000008755010,4596220000000790D29122010000008755010,4596220000000790,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,834D63DBC8417037,434C2D78804D3CC8,00,3030,50000,30000,826,Test card,appl_a,
CARD0000081,4596220000000808=29122010000008755010,4596220000000808D29122010000008755010,4596220000000808D29122010000008755010,4596220000000808,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,0FAB23BDD20F3F89,AB2F86F65F58FE40,00,3030,50000,30000,826,Test card,appl_a,
CARD0000082,4596220000000816=29122010000008755010,4596220000000816D29122010000008755010,4596220000000816D29122010000008755010,4596220000000816,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,8731C14A2A9FA107,5C7D5A0E545F66A9,00,3030,50000,30000,826,Test card,appl_a,
CARD0000083,4596220000000824=29122010000008755010,4596220000000824D29122010000008755010,4596220000000824D29122010000008755010,4596220000000824,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,E838029DE0BDDBC3,EF1C72FFD02C8F92,00,3030,50000,30000,826,Test card,appl_a,
CARD0000084,4596220000000832=29122010000008755010,4596220000000832D29122010000008755010,4596220000000832D29122010000008755010,4596220000000832,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,52E9BF9EB72A5A42,B10F79D599D14C35,00,3030,50000,30000,826,Test card,appl_a,
CARD0000085,4596220000000840=29122010000008755010,4596220000000840D29122010000008755010,4596220000000840D29122010000008755010,4596220000000840,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,06CA17C8C7FCDC8F,16A99923E753EB4C,00,3030,50000,30000,826,Test card,appl_a,
CARD0000086,4596220000000857=29122010000008755010,4596220000000857D29122010000008755010,4596220000000857D29122010000008755010,4596220000000857,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,1F534D5AAD99736A,6C1A57E7C442B7A7,00,3030,50000,30000,826,Test card,appl_a,
CARD0000087,4596220000000865=29122010000008755010,4596220000000865D29122010000008755010,4596220000000865D29122010000008755010,4596220000000865,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,FF82BF5B83860A71,D11240EC7AB296D3,00,3030,50000,30000,826,Test card,appl_a,
CARD0000088,4596220000000873=29122010000008755010,4596220000000873D29122010000008755010,4596220000000873D29122010000008755010,4596220000000873,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,7E8F106F3265EFF8,EF6CF004FD5CEEAB,00,3030,50000,30000,826,Test card,appl_a,
CARD0000089,4596220000000881=29122010000008755010,4596220000000881D29122010000008755010,4596220000000881D29122010000008755010,4596220000000881,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,C200EA8C800C946D,4E719D00AB2F7C24,00,3030,50000,30000,826,Test card,appl_a,
CARD0000090,4596220000000899=29122010000008755010,4596220000000899D29122010000008755010,4596220000000899D29122010000008755010,4596220000000899,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,B2BCD0D09B332E28,104A1426FA9B4D54,00,3030,50000,30000,826,Test card,appl_a,
CARD0000091,4596220000000907=29122010000008755010,4596220000000907D29122010000008755010,4596220000000907D29122010000008755010,4596220000000907,2912,01,0001,00000001,HSBC (retail) VISA DEBIT - NFRB Classic,1234,5678,8DCB9BB1ABB618D8,ED232E042778870A,00,3030,50000,30000,826,Test card,appl_a,
